row,video,clip,t
1664,22,137,4
1665,22,137,5
1666,22,137,6
1667,22,137,7
1668,22,137,8
1669,22,137,9
1670,22,137,10
1671,22,137,11
1672,22,137,12
1673,22,137,13
1674,22,137,14
1675,22,137,15
1676,22,137,16
1677,22,137,17
1678,22,137,18
1679,22,137,19
1680,22,138,0
1681,22,138,1
1682,22,138,2
1683,22,138,3
1684,22,138,4
1685,22,138,5
1686,22,138,6
1687,22,138,7
1688,22,138,8
1689,22,138,9
1690,22,138,10
1691,22,138,11
1692,22,138,12
1693,22,138,13
1694,22,138,14
1695,22,138,15
1696,22,138,16
1697,22,138,17
1698,22,138,18
1699,22,138,19
1700,22,139,0
1701,22,139,1
1702,22,139,2
1703,22,139,3
1704,22,139,4
1705,22,139,5
1706,22,139,6
1707,22,139,7
1708,22,139,8
1709,22,139,9
1710,22,139,10
1711,22,139,11
1712,22,139,12
1713,22,139,13
1714,22,139,14
1715,22,139,15
1716,22,139,16
1717,22,139,17
1718,22,139,18
1719,22,139,19
1720,22,140,0
1721,22,140,1
1722,22,140,2
1723,22,140,3
1724,22,140,4
1725,22,140,5
1726,22,140,6
1727,22,140,7
1728,22,140,8
1729,22,140,9
1730,22,140,10
1731,22,140,11
1732,22,140,12
1733,22,140,13
1734,22,140,14
1735,22,140,15
1736,22,140,16
1737,22,140,17
1738,22,140,18
1739,22,140,19
1740,22,141,0
1741,22,141,1
1742,22,141,2
1743,22,141,3
1744,22,141,4
1745,22,141,5
1746,22,141,6
1747,22,141,7
1748,22,141,8
1749,22,141,9
1750,22,141,10
1751,22,141,11
1752,22,141,12
1753,22,141,13
1754,22,141,14
1755,22,141,15
1756,22,141,16
1757,22,141,17
1758,22,141,18
1759,22,141,19
1760,22,142,0
1761,22,142,1
1762,22,142,2
1763,22,142,3
1764,22,142,4
1765,22,142,5
1766,22,142,6
1767,22,142,7
1768,22,142,8
1769,22,142,9
1770,22,142,10
1771,22,142,11
1772,22,142,12
1773,22,142,13
1774,22,142,14
1775,22,142,15
1776,22,142,16
1777,22,142,17
1778,22,142,18
1779,22,142,19
1780,22,143,0
1781,22,143,1
1782,22,143,2
1783,22,143,3
1784,22,143,4
1785,22,143,5
1786,22,143,6
1787,22,143,7
1788,22,143,8
1789,22,143,9
1790,22,143,10
1791,22,143,11
1792,22,143,12
1793,22,143,13
1794,22,143,14
1795,22,143,15
1796,22,143,16
1797,22,143,17
1798,22,143,18
1799,22,143,19
1800,23,144,0
1801,23,144,1
1802,23,144,2
1803,23,144,3
1804,23,144,4
1805,23,144,5
1806,23,144,6
1807,23,144,7
1808,23,144,8
1809,23,144,9
1810,23,144,10
1811,23,144,11
1812,23,144,12
1813,23,144,13
1814,23,144,14
1815,23,144,15
1816,23,144,16
1817,23,144,17
1818,23,144,18
1819,23,144,19
1820,23,145,0
1821,23,145,1
1822,23,145,2
1823,23,145,3
1824,23,145,4
1825,23,145,5
1826,23,145,6
1827,23,145,7
1828,23,145,8
1829,23,145,9
1830,23,145,10
1831,23,145,11
1832,23,145,12
1833,23,145,13
1834,23,145,14
1835,23,145,15
1836,23,145,16
1837,23,145,17
1838,23,145,18
1839,23,145,19
1840,23,146,0
1841,23,146,1
1842,23,146,2
1843,23,146,3
1844,23,146,4
1845,23,146,5
1846,23,146,6
1847,23,146,7
1848,23,146,8
1849,23,146,9
1850,23,146,10
1851,23,146,11
1852,23,146,12
1853,23,146,13
1854,23,146,14
1855,23,146,15
1856,23,146,16
1857,23,146,17
1858,23,146,18
1859,23,146,19
1860,23,147,0
1861,23,147,1
1862,23,147,2
1863,23,147,3
1864,23,147,4
1865,23,147,5
1866,23,147,6
1867,23,147,7
1868,23,147,8
1869,23,147,9
1870,23,147,10
1871,23,147,11
1872,23,147,12
1873,23,147,13
1874,23,147,14
1875,23,147,15
1876,23,147,16
1877,23,147,17
1878,23,147,18
1879,23,147,19
1880,23,148,0
1881,23,148,1
1882,23,148,2
1883,23,148,3
1884,23,148,4
1885,23,148,5
1886,23,148,6
1887,23,148,7
1888,23,148,8
1889,23,148,9
1890,23,148,10
1891,23,148,11
1892,23,148,12
1893,23,148,13
1894,23,148,14
1895,23,148,15
1896,23,148,16
1897,23,148,17
1898,23,148,18
1899,23,148,19
1900,23,149,0
1901,23,149,1
1902,23,149,2
1903,23,149,3
1904,23,149,4
1905,23,149,5
1906,23,149,6
1907,23,149,7
1908,23,149,8
1909,23,149,9
1910,23,149,10
1911,23,149,11
1912,23,149,12
1913,23,149,13
1914,23,149,14
1915,23,149,15
1916,23,149,16
1917,23,149,17
1918,23,149,18
1919,23,149,19
1920,23,150,0
1921,23,150,1
1922,23,150,2
1923,23,150,3
1924,23,150,4
1925,23,150,5
1926,23,150,6
1927,23,150,7
1928,23,150,8
1929,23,150,9
1930,23,150,10
1931,23,150,11
1932,23,150,12
1933,23,150,13
1934,23,150,14
1935,23,150,15
1936,23,150,16
1937,23,150,17
1938,23,150,18
1939,23,150,19
1940,23,151,0
1941,23,151,1
1942,23,151,2
1943,23,151,3
1944,23,151,4
1945,23,151,5
1946,23,151,6
1947,23,151,7
1948,23,151,8
1949,23,151,9
1950,23,151,10
1951,23,151,11
1952,23,151,12
1953,23,151,13
1954,23,151,14
1955,23,151,15
1956,23,151,16
1957,23,151,17
1958,23,151,18
1959,23,151,19
1960,23,152,0
1961,23,152,1
1962,23,152,2
1963,23,152,3
1964,23,152,4
1965,23,152,5
1966,23,152,6
1967,23,152,7
1968,23,152,8
1969,23,152,9
1970,23,152,10
1971,23,152,11
1972,23,152,12
1973,23,152,13
1974,23,152,14
1975,23,152,15
1976,23,152,16
1977,23,152,17
1978,23,152,18
1979,23,152,19
1980,23,153,0
1981,23,153,1
1982,23,153,2
1983,23,153,3
1984,23,153,4
1985,23,153,5
1986,23,153,6
1987,23,153,7
1988,23,153,8
1989,23,153,9
1990,23,153,10
1991,23,153,11
1992,23,153,12
1993,23,153,13
1994,23,153,14
1995,23,153,15
1996,23,153,16
1997,23,153,17
1998,23,153,18
1999,23,153,19
2000,23,154,0
2001,23,154,1
2002,23,154,2
2003,23,154,3
2004,23,154,4
2005,23,154,5
2006,23,154,6
2007,23,154,7
2008,23,154,8
2009,23,154,9
2010,23,154,10
2011,23,154,11
2012,23,154,12
2013,23,154,13
2014,23,154,14
2015,23,154,15
2016,23,154,16
2017,23,154,17
2018,23,154,18
2019,23,154,19
2020,23,155,0
2021,23,155,1
2022,23,155,2
2023,23,155,3
2024,23,155,4
2025,23,155,5
2026,23,155,6
2027,23,155,7
2028,23,155,8
2029,23,155,9
2030,23,155,10
2031,23,155,11
2032,23,155,12
2033,23,155,13
2034,23,155,14
2035,23,155,15
2036,23,155,16
2037,23,155,17
2038,23,155,18
2039,23,155,19
2040,23,156,0
2041,23,156,1
2042,23,156,2
2043,23,156,3
2044,23,156,4
2045,23,156,5
2046,23,156,6
2047,23,156,7
2048,23,156,8
2049,23,156,9
2050,23,156,10
2051,23,156,11
2052,23,156,12
2053,23,156,13
2054,23,156,14
2055,23,156,15
2056,23,156,16
2057,23,156,17
2058,23,156,18
2059,23,156,19
2060,23,157,0
2061,23,157,1
2062,23,157,2
2063,23,157,3
2064,23,157,4
2065,23,157,5
2066,23,157,6
2067,23,157,7
2068,23,157,8
2069,23,157,9
2070,23,157,10
2071,23,157,11
2072,23,157,12
2073,23,157,13
2074,23,157,14
2075,23,157,15
2076,23,157,16
2077,23,157,17
2078,23,157,18
2079,23,157,19
2080,23,158,0
2081,23,158,1
2082,23,158,2
2083,23,158,3
2084,23,158,4
2085,23,158,5
2086,23,158,6
2087,23,158,7
2088,23,158,8
2089,23,158,9
2090,23,158,10
2091,23,158,11
2092,23,158,12
2093,23,158,13
2094,23,158,14
2095,23,158,15
2096,23,158,16
2097,23,158,17
2098,23,158,18
2099,23,158,19
2100,23,159,0
2101,23,159,1
2102,23,159,2
2103,23,159,3
2104,23,159,4
2105,23,159,5
2106,23,159,6
2107,23,159,7
2108,23,159,8
2109,23,159,9
2110,23,159,10
2111,23,159,11
2112,23,159,12
2113,23,159,13
2114,23,159,14
2115,23,159,15
2116,23,159,16
2117,23,159,17
2118,23,159,18
2119,23,159,19
2120,23,160,0
2121,23,160,1
2122,23,160,2
2123,23,160,3
2124,23,160,4
2125,23,160,5
2126,23,160,6
2127,23,160,7
2128,23,160,8
2129,23,160,9
2130,23,160,10
2131,23,160,11
2132,23,160,12
2133,23,160,13
2134,23,160,14
2135,23,160,15
2136,23,160,16
2137,23,160,17
2138,23,160,18
2139,23,160,19
2140,23,161,0
2141,23,161,1
2142,23,161,2
2143,23,161,3
2144,23,161,4
2145,23,161,5
2146,23,161,6
2147,23,161,7
2148,23,161,8
2149,23,161,9
2150,23,161,10
2151,23,161,11
2152,23,161,12
2153,23,161,13
2154,23,161,14
2155,23,161,15
2156,23,161,16
2157,23,161,17
2158,23,161,18
2159,23,161,19
2160,24,162,0
2161,24,162,1
2162,24,162,2
2163,24,162,3
2164,24,162,4
2165,24,162,5
2166,24,162,6
2167,24,162,7
2168,24,162,8
2169,24,162,9
2170,24,162,10
2171,24,162,11
2172,24,162,12
2173,24,162,13
2174,24,162,14
2175,24,162,15
2176,24,162,16
2177,24,162,17
2178,24,162,18
2179,24,162,19
2180,24,163,0
2181,24,163,1
2182,24,163,2
2183,24,163,3
2184,24,163,4
2185,24,163,5
2186,24,163,6
2187,24,163,7
2188,24,163,8
2189,24,163,9
2190,24,163,10
2191,24,163,11
2192,24,163,12
2193,24,163,13
2194,24,163,14
2195,24,163,15
2196,24,163,16
2197,24,163,17
2198,24,163,18
2199,24,163,19
2200,24,164,0
2201,24,164,1
2202,24,164,2
2203,24,164,3
2204,24,164,4
2205,24,164,5
2206,24,164,6
2207,24,164,7
2208,24,164,8
2209,24,164,9
2210,24,164,10
2211,24,164,11
2212,24,164,12
2213,24,164,13
2214,24,164,14
2215,24,164,15
2216,24,164,16
2217,24,164,17
2218,24,164,18
2219,24,164,19
2220,24,165,0
2221,24,165,1
2222,24,165,2
2223,24,165,3
2224,24,165,4
2225,24,165,5
2226,24,165,6
2227,24,165,7
2228,24,165,8
2229,24,165,9
2230,24,165,10
2231,24,165,11
2232,24,165,12
2233,24,165,13
2234,24,165,14
2235,24,165,15
2236,24,165,16
2237,24,165,17
2238,24,165,18
2239,24,165,19
2240,24,166,0
2241,24,166,1
2242,24,166,2
2243,24,166,3
2244,24,166,4
2245,24,166,5
2246,24,166,6
2247,24,166,7
2248,24,166,8
2249,24,166,9
2250,24,166,10
2251,24,166,11
2252,24,166,12
2253,24,166,13
2254,24,166,14
2255,24,166,15
2256,24,166,16
2257,24,166,17
2258,24,166,18
2259,24,166,19
2260,24,167,0
2261,24,167,1
2262,24,167,2
2263,24,167,3
2264,24,167,4
2265,24,167,5
2266,24,167,6
2267,24,167,7
2268,24,167,8
2269,24,167,9
2270,24,167,10
2271,24,167,11
2272,24,167,12
2273,24,167,13
2274,24,167,14
2275,24,167,15
2276,24,167,16
2277,24,167,17
2278,24,167,18
2279,24,167,19
2280,24,168,0
2281,24,168,1
2282,24,168,2
2283,24,168,3
2284,24,168,4
2285,24,168,5
2286,24,168,6
2287,24,168,7
2288,24,168,8
2289,24,168,9
2290,24,168,10
2291,24,168,11
2292,24,168,12
2293,24,168,13
2294,24,168,14
2295,24,168,15
2296,24,168,16
2297,24,168,17
2298,24,168,18
2299,24,168,19
2300,24,169,0
2301,24,169,1
2302,24,169,2
2303,24,169,3
2304,24,169,4
2305,24,169,5
2306,24,169,6
2307,24,169,7
2308,24,169,8
2309,24,169,9
2310,24,169,10
2311,24,169,11
2312,24,169,12
2313,24,169,13
2314,24,169,14
2315,24,169,15
2316,24,169,16
2317,24,169,17
2318,24,169,18
2319,24,169,19
2320,24,170,0
2321,24,170,1
2322,24,170,2
2323,24,170,3
2324,24,170,4
2325,24,170,5
2326,24,170,6
2327,24,170,7
2328,24,170,8
2329,24,170,9
2330,24,170,10
2331,24,170,11
2332,24,170,12
2333,24,170,13
2334,24,170,14
2335,24,170,15
2336,24,170,16
2337,24,170,17
2338,24,170,18
2339,24,170,19
2340,24,171,0
2341,24,171,1
2342,24,171,2
2343,24,171,3
2344,24,171,4
2345,24,171,5
2346,24,171,6
2347,24,171,7
2348,24,171,8
2349,24,171,9
2350,24,171,10
2351,24,171,11
2352,24,171,12
2353,24,171,13
2354,24,171,14
2355,24,171,15
2356,24,171,16
2357,24,171,17
2358,24,171,18
2359,24,171,19
2360,24,172,0
2361,24,172,1
2362,24,172,2
2363,24,172,3
2364,24,172,4
2365,24,172,5
2366,24,172,6
2367,24,172,7
2368,24,172,8
2369,24,172,9
2370,24,172,10
2371,24,172,11
2372,24,172,12
2373,24,172,13
2374,24,172,14
2375,24,172,15
2376,24,172,16
2377,24,172,17
2378,24,172,18
2379,24,172,19
2380,24,173,0
2381,24,173,1
2382,24,173,2
2383,24,173,3
2384,24,173,4
2385,24,173,5
2386,24,173,6
2387,24,173,7
2388,24,173,8
2389,24,173,9
2390,24,173,10
2391,24,173,11
2392,24,173,12
2393,24,173,13
2394,24,173,14
2395,24,173,15
2396,24,173,16
2397,24,173,17
2398,24,173,18
2399,24,173,19
2400,24,174,0
2401,24,174,1
2402,24,174,2
2403,24,174,3
2404,24,174,4
2405,24,174,5
2406,24,174,6
2407,24,174,7
2408,24,174,8
2409,24,174,9
2410,24,174,10
2411,24,174,11
2412,24,174,12
2413,24,174,13
2414,24,174,14
2415,24,174,15
2416,24,174,16
2417,24,174,17
2418,24,174,18
2419,24,174,19
2420,24,175,0
2421,24,175,1
2422,24,175,2
2423,24,175,3
2424,24,175,4
2425,24,175,5
2426,24,175,6
2427,24,175,7
2428,24,175,8
2429,24,175,9
2430,24,175,10
2431,24,175,11
2432,24,175,12
2433,24,175,13
2434,24,175,14
2435,24,175,15
2436,24,175,16
2437,24,175,17
2438,24,175,18
2439,24,175,19
2440,24,176,0
2441,24,176,1
2442,24,176,2
2443,24,176,3
2444,24,176,4
2445,24,176,5
2446,24,176,6
2447,24,176,7
2448,24,176,8
2449,24,176,9
2450,24,176,10
2451,24,176,11
2452,24,176,12
2453,24,176,13
2454,24,176,14
2455,24,176,15
2456,24,176,16
2457,24,176,17
2458,24,176,18
2459,24,176,19
2460,24,177,0
2461,24,177,1
2462,24,177,2
2463,24,177,3
2464,24,177,4
2465,24,177,5
2466,24,177,6
2467,24,177,7
2468,24,177,8
2469,24,177,9
2470,24,177,10
2471,24,177,11
2472,24,177,12
2473,24,177,13
2474,24,177,14
2475,24,177,15
2476,24,177,16
2477,24,177,17
2478,24,177,18
2479,24,177,19
2480,24,178,0
2481,24,178,1
2482,24,178,2
2483,24,178,3
2484,24,178,4
2485,24,178,5
2486,24,178,6
2487,24,178,7
2488,24,178,8
2489,24,178,9
2490,24,178,10
2491,24,178,11
2492,24,178,12
2493,24,178,13
2494,24,178,14
2495,24,178,15
2496,24,178,16
2497,24,178,17
2498,24,178,18
2499,24,178,19
2500,24,179,0
2501,24,179,1
2502,24,179,2
2503,24,179,3
2504,24,179,4
2505,24,179,5
2506,24,179,6
2507,24,179,7
2508,24,179,8
2509,24,179,9
2510,24,179,10
2511,24,179,11
2512,24,179,12
2513,24,179,13
2514,24,179,14
2515,24,179,15
2516,24,179,16
2517,24,179,17
2518,24,179,18
2519,24,179,19
2520,29,180,0
2521,29,180,1
2522,29,180,2
2523,29,180,3
2524,29,180,4
2525,29,180,5
2526,29,180,6
2527,29,180,7
2528,29,180,8
2529,29,180,9
2530,29,180,10
2531,29,180,11
2532,29,180,12
2533,29,180,13
2534,29,180,14
2535,29,180,15
2536,29,180,16
2537,29,180,17
2538,29,180,18
2539,29,180,19
2540,29,181,0
2541,29,181,1
2542,29,181,2
2543,29,181,3
2544,29,181,4
2545,29,181,5
2546,29,181,6
2547,29,181,7
2548,29,181,8
2549,29,181,9
2550,29,181,10
2551,29,181,11
2552,29,181,12
2553,29,181,13
2554,29,181,14
2555,29,181,15
2556,29,181,16
2557,29,181,17
2558,29,181,18
2559,29,181,19
2560,29,182,0
2561,29,182,1
2562,29,182,2
2563,29,182,3
2564,29,182,4
2565,29,182,5
2566,29,182,6
2567,29,182,7
2568,29,182,8
2569,29,182,9
2570,29,182,10
2571,29,182,11
2572,29,182,12
2573,29,182,13
2574,29,182,14
2575,29,182,15
2576,29,182,16
2577,29,182,17
2578,29,182,18
2579,29,182,19
2580,29,183,0
2581,29,183,1
2582,29,183,2
2583,29,183,3
2584,29,183,4
2585,29,183,5
2586,29,183,6
2587,29,183,7
2588,29,183,8
2589,29,183,9
2590,29,183,10
2591,29,183,11
2592,29,183,12
2593,29,183,13
2594,29,183,14
2595,29,183,15
2596,29,183,16
2597,29,183,17
2598,29,183,18
2599,29,183,19
2600,29,184,0
2601,29,184,1
2602,29,184,2
2603,29,184,3
2604,29,184,4
2605,29,184,5
2606,29,184,6
2607,29,184,7
2608,29,184,8
2609,29,184,9
2610,29,184,10
2611,29,184,11
2612,29,184,12
2613,29,184,13
2614,29,184,14
2615,29,184,15
2616,29,184,16
2617,29,184,17
2618,29,184,18
2619,29,184,19
2620,29,185,0
2621,29,185,1
2622,29,185,2
2623,29,185,3
2624,29,185,4
2625,29,185,5
2626,29,185,6
2627,29,185,7
2628,29,185,8
2629,29,185,9
2630,29,185,10
2631,29,185,11
2632,29,185,12
2633,29,185,13
2634,29,185,14
2635,29,185,15
2636,29,185,16
2637,29,185,17
2638,29,185,18
2639,29,185,19
2640,29,186,0
2641,29,186,1
2642,29,186,2
2643,29,186,3
2644,29,186,4
2645,29,186,5
2646,29,186,6
2647,29,186,7
2648,29,186,8
2649,29,186,9
2650,29,186,10
2651,29,186,11
2652,29,186,12
2653,29,186,13
2654,29,186,14
2655,29,186,15
2656,29,186,16
2657,29,186,17
2658,29,186,18
2659,29,186,19
2660,29,187,0
2661,29,187,1
2662,29,187,2
2663,29,187,3
2664,29,187,4
2665,29,187,5
2666,29,187,6
2667,29,187,7
2668,29,187,8
2669,29,187,9
2670,29,187,10
2671,29,187,11
2672,29,187,12
2673,29,187,13
2674,29,187,14
2675,29,187,15
2676,29,187,16
2677,29,187,17
2678,29,187,18
2679,29,187,19
2680,29,188,0
2681,29,188,1
2682,29,188,2
2683,29,188,3
2684,29,188,4
2685,29,188,5
2686,29,188,6
2687,29,188,7
2688,29,188,8
2689,29,188,9
2690,29,188,10
2691,29,188,11
2692,29,188,12
2693,29,188,13
2694,29,188,14
2695,29,188,15
2696,29,188,16
2697,29,188,17
2698,29,188,18
2699,29,188,19
2700,29,189,0
2701,29,189,1
2702,29,189,2
2703,29,189,3
2704,29,189,4
2705,29,189,5
2706,29,189,6
2707,29,189,7
2708,29,189,8
2709,29,189,9
2710,29,189,10
2711,29,189,11
2712,29,189,12
2713,29,189,13
2714,29,189,14
2715,29,189,15
2716,29,189,16
2717,29,189,17
2718,29,189,18
2719,29,189,19
2720,29,190,0
2721,29,190,1
2722,29,190,2
2723,29,190,3
2724,29,190,4
2725,29,190,5
2726,29,190,6
2727,29,190,7
2728,29,190,8
2729,29,190,9
2730,29,190,10
2731,29,190,11
2732,29,190,12
2733,29,190,13
2734,29,190,14
2735,29,190,15
2736,29,190,16
2737,29,190,17
2738,29,190,18
2739,29,190,19
2740,29,191,0
2741,29,191,1
2742,29,191,2
2743,29,191,3
2744,29,191,4
2745,29,191,5
2746,29,191,6
2747,29,191,7
2748,29,191,8
2749,29,191,9
2750,29,191,10
2751,29,191,11
2752,29,191,12
2753,29,191,13
2754,29,191,14
2755,29,191,15
2756,29,191,16
2757,29,191,17
2758,29,191,18
2759,29,191,19
2760,29,192,0
2761,29,192,1
2762,29,192,2
2763,29,192,3
2764,29,192,4
2765,29,192,5
2766,29,192,6
2767,29,192,7
2768,29,192,8
2769,29,192,9
2770,29,192,10
2771,29,192,11
2772,29,192,12
2773,29,192,13
2774,29,192,14
2775,29,192,15
2776,29,192,16
2777,29,192,17
2778,29,192,18
2779,29,192,19
2780,29,193,0
2781,29,193,1
2782,29,193,2
2783,29,193,3
2784,29,193,4
2785,29,193,5
2786,29,193,6
2787,29,193,7
2788,29,193,8
2789,29,193,9
2790,29,193,10
2791,29,193,11
2792,29,193,12
2793,29,193,13
2794,29,193,14
2795,29,193,15
2796,29,193,16
2797,29,193,17
2798,29,193,18
2799,29,193,19
2800,29,194,0
2801,29,194,1
2802,29,194,2
2803,29,194,3
2804,29,194,4
2805,29,194,5
2806,29,194,6
2807,29,194,7
2808,29,194,8
2809,29,194,9
2810,29,194,10
2811,29,194,11
2812,29,194,12
2813,29,194,13
2814,29,194,14
2815,29,194,15
2816,29,194,16
2817,29,194,17
2818,29,194,18
2819,29,194,19
2820,29,195,0
2821,29,195,1
2822,29,195,2
2823,29,195,3
2824,29,195,4
2825,29,195,5
2826,29,195,6
2827,29,195,7
2828,29,195,8
2829,29,195,9
2830,29,195,10
2831,29,195,11
2832,29,195,12
2833,29,195,13
2834,29,195,14
2835,29,195,15
2836,29,195,16
2837,29,195,17
2838,29,195,18
2839,29,195,19
2840,29,196,0
2841,29,196,1
2842,29,196,2
2843,29,196,3
2844,29,196,4
2845,29,196,5
2846,29,196,6
2847,29,196,7
2848,29,196,8
2849,29,196,9
2850,29,196,10
2851,29,196,11
2852,29,196,12
2853,29,196,13
2854,29,196,14
2855,29,196,15
2856,29,196,16
2857,29,196,17
2858,29,196,18
2859,29,196,19
2860,29,197,0
2861,29,197,1
2862,29,197,2
2863,29,197,3
2864,29,197,4
2865,29,197,5
2866,29,197,6
2867,29,197,7
2868,29,197,8
2869,29,197,9
2870,29,197,10
2871,29,197,11
2872,29,197,12
2873,29,197,13
2874,29,197,14
2875,29,197,15
2876,29,197,16
2877,29,197,17
2878,29,197,18
2879,29,197,19
2880,30,198,0
2881,30,198,1
2882,30,198,2
2883,30,198,3
2884,30,198,4
2885,30,198,5
2886,30,198,6
2887,30,198,7
2888,30,198,8
2889,30,198,9
2890,30,198,10
2891,30,198,11
2892,30,198,12
2893,30,198,13
2894,30,198,14
2895,30,198,15
2896,30,198,16
2897,30,198,17
2898,30,198,18
2899,30,198,19
2900,30,199,0
2901,30,199,1
2902,30,199,2
2903,30,199,3
2904,30,199,4
2905,30,199,5
2906,30,199,6
2907,30,199,7
2908,30,199,8
2909,30,199,9
2910,30,199,10
2911,30,199,11
2912,30,199,12
2913,30,199,13
2914,30,199,14
2915,30,199,15
2916,30,199,16
2917,30,199,17
2918,30,199,18
2919,30,199,19
2920,30,200,0
2921,30,200,1
2922,30,200,2
2923,30,200,3
2924,30,200,4
2925,30,200,5
2926,30,200,6
2927,30,200,7
2928,30,200,8
2929,30,200,9
2930,30,200,10
2931,30,200,11
2932,30,200,12
2933,30,200,13
2934,30,200,14
2935,30,200,15
2936,30,200,16
2937,30,200,17
2938,30,200,18
2939,30,200,19
2940,30,201,0
2941,30,201,1
2942,30,201,2
2943,30,201,3
2944,30,201,4
2945,30,201,5
2946,30,201,6
2947,30,201,7
2948,30,201,8
2949,30,201,9
2950,30,201,10
2951,30,201,11
2952,30,201,12
2953,30,201,13
2954,30,201,14
2955,30,201,15
2956,30,201,16
2957,30,201,17
2958,30,201,18
2959,30,201,19
2960,30,202,0
2961,30,202,1
2962,30,202,2
2963,30,202,3
2964,30,202,4
2965,30,202,5
2966,30,202,6
2967,30,202,7
2968,30,202,8
2969,30,202,9
2970,30,202,10
2971,30,202,11
2972,30,202,12
2973,30,202,13
2974,30,202,14
2975,30,202,15
2976,30,202,16
2977,30,202,17
2978,30,202,18
2979,30,202,19
2980,30,203,0
2981,30,203,1
2982,30,203,2
2983,30,203,3
2984,30,203,4
2985,30,203,5
2986,30,203,6
2987,30,203,7
2988,30,203,8
2989,30,203,9
2990,30,203,10
2991,30,203,11
2992,30,203,12
2993,30,203,13
2994,30,203,14
2995,30,203,15
2996,30,203,16
2997,30,203,17
2998,30,203,18
2999,30,203,19
3000,30,204,0
3001,30,204,1
3002,30,204,2
3003,30,204,3
3004,30,204,4
3005,30,204,5
3006,30,204,6
3007,30,204,7
3008,30,204,8
3009,30,204,9
3010,30,204,10
3011,30,204,11
3012,30,204,12
3013,30,204,13
3014,30,204,14
3015,30,204,15
3016,30,204,16
3017,30,204,17
3018,30,204,18
3019,30,204,19
3020,30,205,0
3021,30,205,1
3022,30,205,2
3023,30,205,3
3024,30,205,4
3025,30,205,5
3026,30,205,6
3027,30,205,7
3028,30,205,8
3029,30,205,9
3030,30,205,10
3031,30,205,11
3032,30,205,12
3033,30,205,13
3034,30,205,14
3035,30,205,15
3036,30,205,16
3037,30,205,17
3038,30,205,18
3039,30,205,19
3040,30,206,0
3041,30,206,1
3042,30,206,2
3043,30,206,3
3044,30,206,4
3045,30,206,5
3046,30,206,6
3047,30,206,7
3048,30,206,8
3049,30,206,9
3050,30,206,10
3051,30,206,11
3052,30,206,12
3053,30,206,13
3054,30,206,14
3055,30,206,15
3056,30,206,16
3057,30,206,17
3058,30,206,18
3059,30,206,19
3060,30,207,0
3061,30,207,1
3062,30,207,2
3063,30,207,3
3064,30,207,4
3065,30,207,5
3066,30,207,6
3067,30,207,7
3068,30,207,8
3069,30,207,9
3070,30,207,10
3071,30,207,11
3072,30,207,12
3073,30,207,13
3074,30,207,14
3075,30,207,15
3076,30,207,16
3077,30,207,17
3078,30,207,18
3079,30,207,19
3080,30,208,0
3081,30,208,1
3082,30,208,2
3083,30,208,3
3084,30,208,4
3085,30,208,5
3086,30,208,6
3087,30,208,7
3088,30,208,8
3089,30,208,9
3090,30,208,10
3091,30,208,11
3092,30,208,12
3093,30,208,13
3094,30,208,14
3095,30,208,15
3096,30,208,16
3097,30,208,17
3098,30,208,18
3099,30,208,19
3100,30,209,0
3101,30,209,1
3102,30,209,2
3103,30,209,3
3104,30,209,4
3105,30,209,5
3106,30,209,6
3107,30,209,7
3108,30,209,8
3109,30,209,9
3110,30,209,10
3111,30,209,11
3112,30,209,12
3113,30,209,13
3114,30,209,14
3115,30,209,15
3116,30,209,16
3117,30,209,17
3118,30,209,18
3119,30,209,19
3120,30,210,0
3121,30,210,1
3122,30,210,2
3123,30,210,3
3124,30,210,4
3125,30,210,5
3126,30,210,6
3127,30,210,7
3128,30,210,8
3129,30,210,9
3130,30,210,10
3131,30,210,11
3132,30,210,12
3133,30,210,13
3134,30,210,14
3135,30,210,15
3136,30,210,16
3137,30,210,17
3138,30,210,18
3139,30,210,19
3140,30,211,0
3141,30,211,1
3142,30,211,2
3143,30,211,3
3144,30,211,4
3145,30,211,5
3146,30,211,6
3147,30,211,7
3148,30,211,8
3149,30,211,9
3150,30,211,10
3151,30,211,11
3152,30,211,12
3153,30,211,13
3154,30,211,14
3155,30,211,15
3156,30,211,16
3157,30,211,17
3158,30,211,18
3159,30,211,19
3160,30,212,0
3161,30,212,1
3162,30,212,2
3163,30,212,3
3164,30,212,4
3165,30,212,5
3166,30,212,6
3167,30,212,7
3168,30,212,8
3169,30,212,9
3170,30,212,10
3171,30,212,11
3172,30,212,12
3173,30,212,13
3174,30,212,14
3175,30,212,15
3176,30,212,16
3177,30,212,17
3178,30,212,18
3179,30,212,19
3180,30,213,0
3181,30,213,1
3182,30,213,2
3183,30,213,3
3184,30,213,4
3185,30,213,5
3186,30,213,6
3187,30,213,7
3188,30,213,8
3189,30,213,9
3190,30,213,10
3191,30,213,11
3192,30,213,12
3193,30,213,13
3194,30,213,14
3195,30,213,15
3196,30,213,16
3197,30,213,17
3198,30,213,18
3199,30,213,19
3200,30,214,0
3201,30,214,1
3202,30,214,2
3203,30,214,3
3204,30,214,4
3205,30,214,5
3206,30,214,6
3207,30,214,7
3208,30,214,8
3209,30,214,9
3210,30,214,10
3211,30,214,11
3212,30,214,12
3213,30,214,13
3214,30,214,14
3215,30,214,15
3216,30,214,16
3217,30,214,17
