clip,ref_cx,ref_cy,vcl,lin,accel,turn,vbias
37,0.579687,0.309623,0.004479,1.000000,0.999777,0.000000,-1.000000
37,0.706771,0.462760,1.418224,1.000000,1.260255,0.018050,0.579756
37,0.961938,0.190083,0.468188,1.000000,0.999998,0.000000,-0.939793
37,0.902701,0.196911,0.018507,1.000000,0.999917,0.000036,-0.624656
37,0.784097,0.151915,0.003908,1.000000,0.999744,0.000000,-0.242536
37,0.885346,0.084249,0.054205,1.000000,0.999982,0.000000,-0.447232
37,0.820833,0.533333,1.152299,0.997826,0.993331,0.122951,0.402648
37,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.925516,0.991331,0.018949,0.999999,0.999787,0.000320,-0.894535
38,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.065084,0.535897,0.120956,0.999895,1.233495,0.009008,-0.982308
38,0.143039,0.344131,0.005779,1.000000,0.999827,0.000000,-0.832073
38,0.418750,0.401875,1.081292,0.947056,1.299952,0.352304,0.594022
38,0.115365,0.508681,0.785714,1.000000,0.720030,0.119236,-1.000000
38,0.191626,0.733832,0.008067,0.999999,0.999876,0.000000,-0.554846
38,0.285077,0.695958,0.042105,1.000000,0.999976,0.000000,-0.490282
38,0.418921,0.643445,0.243903,1.000000,0.999996,0.000000,-0.800000
38,0.377262,0.779276,0.111650,1.000000,1.000013,0.000021,0.707114
38,0.508594,0.888387,0.074073,1.000000,0.999941,0.000000,-1.000000
38,0.451562,0.887641,0.216214,1.000000,0.999980,0.000000,-1.000000
38,0.764063,0.900998,0.005235,1.000000,0.999809,0.000000,-1.000000
38,0.712534,0.825023,0.012154,1.000000,0.999918,0.000000,0.447214
38,0.942299,0.877827,1.025560,0.999950,0.771880,0.015687,-0.815581
38,0.809375,0.613207,0.031467,1.000000,0.999861,0.000000,-1.000000
38,0.973015,0.801998,0.009596,0.999996,0.999897,0.000000,0.894356
38,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.916959,0.933639,0.002944,0.999982,1.002123,0.000816,-0.707107
38,0.593998,0.442556,0.015616,1.000000,0.999851,0.000068,-0.780848
38,0.427865,0.444444,0.416667,1.000000,0.907293,2.142132,1.000000
38,0.636719,0.712083,0.518261,1.000000,1.123026,0.352032,0.964764
38,0.475961,0.747917,0.065575,1.000000,0.999985,0.000000,0.000000
38,0.445903,0.564583,0.090353,1.000000,0.648109,0.159531,-0.316216
38,0.441802,0.492867,0.032134,1.000000,0.999969,0.000000,-0.919148
38,0.442148,0.401094,0.035355,1.000000,0.999972,0.000000,-0.707083
38,0.313281,0.357292,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.317500,0.295625,0.158115,1.000000,0.999994,0.000000,0.316234
38,0.399789,0.257573,0.013310,1.000000,0.587242,0.300887,-0.894363
38,0.446708,0.259978,0.063207,1.000000,1.000038,0.000005,0.099501
38,0.481027,0.029315,0.407585,0.979409,0.966401,0.056541,-0.391350
38,0.353934,0.021447,0.007638,1.000000,0.999869,0.000000,-0.928496
38,0.695670,0.235134,0.039659,0.871804,2.092911,0.774216,0.945101
38,0.566016,0.274219,0.039928,1.000000,0.999880,0.000000,-0.447214
38,0.579687,0.308830,0.004479,1.000000,0.999777,0.000000,-1.000000
38,0.565938,0.586667,1.170689,1.000000,0.918726,0.015866,0.519948
38,0.989926,0.126754,0.225879,1.000000,0.678573,0.927292,-0.316225
38,0.904620,0.194864,0.018507,1.000000,0.999946,0.000000,-0.624684
38,0.784601,0.151748,0.003908,1.000000,0.999744,0.000000,-0.242536
38,0.891784,0.079872,0.058154,1.000000,0.999979,0.000006,-0.554697
38,0.676518,0.590774,1.150336,1.000000,1.000003,0.000002,0.248376
38,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.960938,0.033854,1.360251,0.968423,1.110802,0.329802,0.647944
38,0.936340,0.987943,0.105826,1.000000,0.999997,0.000031,-0.187124
39,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.071433,0.522347,0.173954,1.000000,0.999994,0.000000,0.976187
39,0.143465,0.343279,0.005779,1.000000,1.000071,0.000163,-0.832073
39,0.530058,0.472752,0.652519,1.000000,0.726961,0.083148,0.287348
39,0.048828,0.378906,0.966729,0.986609,1.429983,0.244761,-0.941669
39,0.192518,0.733040,0.008067,0.999999,0.999876,0.000000,-0.554846
39,0.289951,0.692302,0.042105,1.000000,0.999976,0.000000,-0.490282
39,0.443359,0.604167,0.471700,1.000000,0.999998,0.000000,-0.847999
39,0.377958,0.780357,0.024382,1.000000,0.732730,0.084714,-0.707037
39,0.515025,0.877705,0.088385,1.000000,0.999989,0.000000,-0.613946
39,0.453930,0.840309,0.276102,0.992418,0.906614,0.073644,-0.999661
39,0.764063,0.900071,0.005239,1.000000,1.000457,0.000000,-1.000000
39,0.713978,0.825985,0.012151,1.000000,0.999793,0.000374,0.447325
39,0.962695,0.725651,0.839312,1.000000,0.797815,0.653930,0.119148
39,0.809375,0.607634,0.031467,1.000000,0.999968,0.000000,-1.000000
39,0.973437,0.802488,0.013889,1.000000,0.999928,0.000000,-1.000000
39,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.917235,0.933271,0.002937,0.999997,0.999660,0.000000,-0.707684
39,0.595293,0.440396,0.015617,1.000000,0.999800,0.000170,-0.780890
39,0.358502,0.496201,0.761957,1.000000,1.289894,0.311645,0.298275
39,0.634730,0.762027,0.460975,1.000000,1.031246,0.319105,0.650790
39,0.480469,0.746642,0.014923,1.000000,0.999706,0.000000,-1.000000
39,0.454393,0.560613,0.573409,1.000000,2.060485,0.037315,0.083043
39,0.443483,0.487636,0.032132,1.000000,0.999920,0.000021,-0.919140
39,0.427142,0.366129,0.144261,1.000000,0.999982,0.000021,-0.894432
39,0.313281,0.357292,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.327396,0.294792,0.177778,1.000000,1.000004,0.000000,0.000000
39,0.400716,0.255382,0.013311,1.000000,1.000039,0.000228,-0.894376
39,0.455061,0.261091,0.063207,1.000000,0.999984,0.000000,0.099501
39,0.353557,0.020191,0.007638,1.000000,0.999869,0.000000,-0.928496
39,0.696094,0.247072,0.149301,1.000000,1.340209,0.050268,0.992279
39,0.572154,0.272917,0.053572,1.000000,0.999981,0.000000,0.000000
39,0.579687,0.308037,0.004479,1.000000,0.999777,0.000000,-1.000000
39,0.420833,0.700000,1.045287,1.000000,0.793317,0.179852,0.707106
39,0.906539,0.192817,0.018507,1.000000,1.000232,0.000229,-0.624684
39,0.785104,0.151580,0.003908,1.000000,0.999744,0.000000,-0.242536
39,0.899396,0.074941,0.077796,1.000000,0.999987,0.000000,-0.242531
39,0.538560,0.635938,1.248848,0.961340,1.036566,0.259059,0.451176
39,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.945478,0.983954,0.063885,1.000000,1.000068,0.000084,-0.316180
39,0.977764,0.105369,1.651794,0.997588,1.032537,0.132787,0.999341
39,0.178750,0.016667,0.393898,0.581525,1.477113,2.291065,-0.388057
40,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.071875,0.522649,0.057142,1.000000,0.999982,0.000000,1.000000
40,0.143895,0.342418,0.005779,1.000000,0.999827,0.000000,-0.832073
40,0.642401,0.528883,0.808364,0.993754,1.040727,0.064801,0.411018
40,0.193420,0.732238,0.008067,0.999999,0.999876,0.000000,-0.554846
40,0.294882,0.688604,0.042105,1.000000,1.000011,0.000020,-0.490282
40,0.447070,0.542969,0.282981,1.000000,0.999996,0.000000,-0.993884
40,0.390521,0.779931,0.142176,1.000000,0.716509,0.222715,-0.242527
40,0.517894,0.868204,0.161779,1.000000,0.893902,1.963534,-0.274718
40,0.450714,0.799375,0.285136,0.989981,1.411332,0.149799,-0.999969
40,0.764063,0.899133,0.012060,0.989400,2.303063,0.229057,-0.973881
40,0.715438,0.826959,0.001350,1.000000,0.111033,0.000000,0.447214
40,0.891488,0.819517,1.087854,1.000000,1.006391,0.682489,0.989950
40,0.809375,0.601996,0.031470,1.000000,1.000076,0.000000,-1.000000
40,0.973437,0.800000,0.013889,1.000000,0.999928,0.000000,-1.000000
40,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.917514,0.932898,0.002937,0.999997,0.998019,0.001631,-0.707684
40,0.596604,0.438211,0.015619,1.000000,1.000072,0.000170,-0.780784
40,0.254948,0.553472,0.882438,1.000000,0.999999,0.000000,0.274722
40,0.616406,0.801923,0.632454,1.000000,1.342721,0.283798,0.316226
40,0.481783,0.743205,0.025274,1.000000,1.000072,0.000074,-0.832092
40,0.425352,0.561510,0.037268,1.000000,0.238333,0.827436,0.447286
40,0.444531,0.481319,0.049869,0.991815,1.121992,0.258589,-0.966752
40,0.416813,0.350667,0.100001,1.000000,1.000010,0.000027,-0.799996
40,0.312757,0.356593,0.008622,1.000000,0.999884,0.000000,-0.707107
40,0.332322,0.292994,0.029552,1.000000,0.350428,0.729095,-0.832042
40,0.401516,0.253249,0.011206,1.000000,0.905534,0.159212,-0.980589
40,0.458803,0.261458,0.010929,1.000000,0.999909,0.000000,0.000000
40,0.353176,0.018920,0.007638,1.000000,0.999869,0.000000,-0.928496
40,0.697656,0.269475,0.086956,1.000000,0.999988,0.000000,1.000000
40,0.578906,0.271875,0.046585,1.000000,0.999979,0.000000,-0.447214
40,0.579687,0.307234,0.004479,1.000000,0.999777,0.000000,-1.000000
40,0.303125,0.829167,0.970479,1.000000,0.920836,0.143603,0.650790
40,0.908481,0.190745,0.018052,1.000000,0.985995,0.977413,-0.707201
40,0.785614,0.151410,0.003908,1.000000,0.998851,0.000000,-0.242536
40,0.904006,0.071003,0.029070,1.000000,0.999977,0.000009,-0.799993
40,0.403438,0.722500,0.973718,1.000000,0.999997,0.000001,0.487824
40,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.953622,0.980335,0.028527,1.000000,0.707613,0.825041,-0.957807
40,0.687946,0.014732,2.742729,0.742202,3.332572,1.701738,0.774767
40,0.158594,0.047917,0.479298,0.846477,1.262476,0.787351,0.068466
41,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.071007,0.533681,0.216951,1.000000,0.999995,0.000000,0.768221
41,0.144321,0.341567,0.005777,1.000000,0.999827,0.000000,-0.831983
41,0.730064,0.599190,1.064197,0.996455,0.985545,0.043417,0.145975
41,0.194311,0.731446,0.008067,0.999999,0.999876,0.000000,-0.554846
41,0.299756,0.684948,0.042105,1.000000,0.999976,0.000000,-0.490282
41,0.437730,0.481005,0.233612,0.998271,0.652893,0.130018,-0.956753
41,0.401613,0.773152,0.275612,1.000000,0.999996,0.000000,-0.351126
41,0.529021,0.860340,0.109077,1.000000,0.999991,0.000000,-0.447214
41,0.457961,0.739137,0.234495,1.000000,0.999996,0.000000,-0.913810
41,0.763186,0.895452,0.025710,1.000000,0.999961,0.000000,-0.948670
41,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.851884,0.938848,1.020905,0.911623,1.117959,0.527894,0.704910
41,0.809375,0.596423,0.062388,1.000000,1.982579,0.785398,-0.707107
41,0.973437,0.797541,0.013889,1.000000,0.999928,0.000000,-1.000000
41,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.917790,0.932530,0.002944,0.999982,1.002123,0.000816,-0.707107
41,0.597850,0.436071,0.013977,1.000000,1.000164,0.000135,-0.831976
41,0.167344,0.596250,0.751732,0.937505,0.780349,0.219743,0.584618
41,0.564160,0.795703,0.128767,1.000000,0.726069,0.371535,-0.832046
41,0.483645,0.739481,0.025276,1.000000,1.000147,0.000037,-0.832030
41,0.420047,0.561792,0.021097,1.000000,1.000024,0.000216,-0.894459
41,0.446386,0.472790,0.051420,1.000000,0.999981,0.000000,-0.948670
41,0.423508,0.332386,0.112334,0.536132,0.873737,0.107458,0.778854
41,0.311947,0.355513,0.008624,1.000000,0.999884,0.000000,-0.707107
41,0.329252,0.288712,0.029552,1.000000,0.999918,0.000032,-0.832042
41,0.401837,0.251294,0.011206,1.000000,0.999851,0.000297,-0.980589
41,0.460254,0.261458,0.010929,1.000000,0.999909,0.000000,0.000000
41,0.352799,0.017664,0.007638,1.000000,0.999869,0.000000,-0.928498
41,0.708656,0.265583,0.057725,1.000000,0.484037,0.321713,-0.707085
41,0.584302,0.268435,0.036768,1.000000,0.999885,0.000029,-0.316228
41,0.579687,0.306441,0.004479,1.000000,0.999777,0.000000,-1.000000
41,0.166166,0.921394,1.221377,0.999736,1.068063,0.067381,0.398982
41,0.906998,0.188497,0.018057,0.999999,1.000244,0.000232,-0.707013
41,0.786117,0.151242,0.003908,1.000000,0.999744,0.000000,-0.242536
41,0.906323,0.066885,0.029070,1.000000,0.999966,0.000000,-0.799990
41,0.270547,0.790990,1.085414,1.000000,0.999999,0.000000,0.253360
41,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.952856,0.975541,0.028524,0.999999,0.999965,0.000000,-0.957797
41,0.640805,0.138702,1.671399,0.991903,1.102885,0.136620,-0.997575
41,0.134315,0.087901,0.404081,0.550693,0.974989,0.782941,-0.052103
41,0.071875,0.973958,0.545455,1.000000,0.744827,0.000000,0.000000
41,0.057993,0.379167,1.795804,1.000000,1.084548,0.083450,-0.524097
41,0.375625,0.025625,0.958033,0.741219,0.875419,0.415318,-0.604542
41,0.971652,0.684970,1.745559,0.988440,0.710399,0.355669,0.999960
42,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.072258,0.552105,0.045636,1.000000,1.000049,0.000025,-0.894438
42,0.144747,0.340715,0.005779,1.000000,0.999827,0.000000,-0.832073
42,0.862969,0.644792,1.190143,0.973941,1.254776,0.107566,0.266270
42,0.192729,0.731250,0.018018,1.000000,0.999945,0.000000,0.000000
42,0.304630,0.681293,0.051839,1.000000,1.021267,0.070258,0.316198
42,0.426674,0.452381,0.305041,0.939941,1.093575,0.709216,-0.986113
42,0.419581,0.761458,0.106384,1.000000,1.000022,0.000000,0.000000
42,0.536959,0.856202,0.098512,1.000000,0.999990,0.000000,-0.624699
42,0.456983,0.692666,0.347537,1.000000,0.999997,0.000000,-0.998274
42,0.758395,0.897334,0.169493,1.000000,1.000006,0.000016,0.600013
42,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.813920,0.589298,0.020607,0.999999,1.000134,0.000274,-0.831949
42,0.983460,0.795064,0.031848,1.000000,0.999969,0.000000,0.141392
42,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.918959,0.927450,0.080293,1.000000,0.999988,0.000000,-0.964769
42,0.598880,0.434012,0.013976,1.000000,1.000029,0.000067,-0.832088
42,0.098793,0.660322,0.755305,0.995318,1.013138,0.053093,0.759150
42,0.541596,0.763763,0.309030,1.000000,1.400801,1.095112,-0.980582
42,0.485507,0.735757,0.025276,1.000000,1.000147,0.000037,-0.832030
42,0.418794,0.558451,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.449983,0.461503,0.112590,0.626269,1.183257,2.980082,0.810856
42,0.418397,0.329509,0.185186,1.000000,1.338198,0.352091,-0.599997
42,0.311719,0.357050,0.011493,1.000000,0.811702,3.141593,-1.000000
42,0.327397,0.292282,0.069122,1.000000,0.999990,0.000024,0.986392
42,0.402129,0.249348,0.011206,1.000000,0.999911,0.000000,-0.980589
42,0.461206,0.260743,0.008534,1.000000,0.999705,0.000355,-0.894526
42,0.352422,0.016408,0.007638,1.000000,0.999869,0.000000,-0.928497
42,0.716526,0.269071,0.172004,1.000000,0.999985,0.000005,0.894431
42,0.588935,0.266376,0.036769,1.000000,0.999973,0.000000,-0.316249
42,0.579687,0.305648,0.004479,1.000000,0.999777,0.000000,-1.000000
42,0.905303,0.186237,0.018052,1.000000,0.999978,0.000033,-0.707201
42,0.786621,0.151074,0.003911,1.000000,1.000638,0.000000,-0.242536
42,0.909770,0.059540,0.057732,1.000000,1.000040,0.000103,-0.857486
42,0.127969,0.830000,1.084243,1.000000,0.958680,0.034246,0.136638
42,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.951767,0.970702,0.036935,0.996517,1.294685,0.081030,-0.977928
42,0.110781,0.072396,0.500000,1.000000,1.136227,0.322689,0.470588
42,0.151562,0.979167,0.683198,1.000000,0.999998,0.000000,0.269630
42,0.224694,0.232065,1.530298,0.996058,0.958648,0.161922,-0.624360
42,0.225347,0.060764,0.506507,0.977258,2.528621,1.047528,0.896263
42,0.925625,0.952500,1.724210,0.776280,1.073492,1.023198,-0.249041
43,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.077771,0.545106,0.162169,1.000000,1.347708,0.066597,-0.316233
43,0.145177,0.339854,0.005777,1.000000,0.999583,0.000163,-0.831983
43,0.978338,0.680966,0.379114,0.995176,0.564515,0.881488,-0.235597
43,0.191664,0.731135,0.004460,0.999996,0.999776,0.000000,-0.316285
43,0.315625,0.683472,0.022224,1.000000,1.000108,0.000000,1.000000
43,0.407883,0.409470,0.870026,1.000000,1.033670,0.954579,-0.287348
43,0.431955,0.756066,0.119330,1.000000,1.161121,0.239279,-0.316211
43,0.573906,0.920000,0.138675,1.000000,0.651380,0.266244,0.832043
43,0.456217,0.655120,0.142726,1.000000,0.999972,0.000010,-0.894427
43,0.753125,0.882292,0.211374,0.998908,0.634122,0.017540,-0.613937
43,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.812384,0.586226,0.020601,1.000000,0.999815,0.000091,-0.832050
43,0.987647,0.795735,0.026310,1.000000,0.999962,0.000000,-0.447214
43,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.921798,0.913571,0.080293,1.000000,0.999925,0.000070,-0.964769
43,0.599921,0.431928,0.013976,1.000000,1.000029,0.000067,-0.832088
43,0.087571,0.765530,0.928339,0.975831,0.931231,0.137301,0.959506
43,0.517969,0.678322,0.378381,1.000000,0.999997,0.000000,-1.000000
43,0.487390,0.731990,0.025274,1.000000,1.000072,0.000074,-0.832092
43,0.417751,0.557001,0.023181,1.000000,0.999750,0.000000,-0.707107
43,0.443240,0.474457,0.136450,0.993664,1.160540,0.062045,0.864836
43,0.433249,0.314760,0.084747,1.000000,1.000000,0.000016,-0.600013
43,0.311719,0.355424,0.007751,1.000000,0.674278,0.000000,-1.000000
43,0.331250,0.303125,0.082092,1.000000,1.000001,0.000016,-0.624705
43,0.402424,0.247379,0.011206,1.000000,0.999851,0.000297,-0.980589
43,0.461719,0.259375,0.008534,1.000000,0.999705,0.000355,-0.894526
43,0.352041,0.015137,0.007638,1.000000,0.999869,0.000000,-0.928497
43,0.732240,0.282731,0.140544,1.000000,0.999970,0.000008,0.316239
43,0.593405,0.264002,0.032888,1.000000,0.999970,0.000000,-0.707133
43,0.579687,0.304846,0.004479,1.000000,0.999777,0.000000,-1.000000
43,0.904416,0.184375,0.020406,1.000000,0.999951,0.000000,0.000000
43,0.787130,0.150904,0.003908,1.000000,0.999744,0.000000,-0.242536
43,0.914265,0.052662,0.046294,1.000000,0.999978,0.000000,-0.600023
43,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.950833,0.962014,0.053750,1.000000,0.999981,0.000000,-0.992279
43,0.072656,0.101042,0.470330,0.386047,0.940658,1.310195,0.966235
43,0.238854,0.969375,0.670303,0.985274,1.604878,0.278851,-0.218710
43,0.399566,0.087384,1.393606,0.986132,1.009880,0.188268,-0.489595
43,0.236369,0.123707,0.228666,0.991194,0.361231,0.104876,0.815464
43,0.133542,0.096111,0.647216,1.000000,0.999998,0.000000,0.824042
43,0.910263,0.984375,0.002448,1.000000,0.996832,0.000000,0.000000
44,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.101766,0.544429,0.329192,0.809852,1.296970,0.978729,0.347318
44,0.148004,0.333601,0.057732,1.000000,0.999990,0.000013,-0.857485
44,0.192226,0.730886,0.004461,0.999996,0.999776,0.000000,-0.316228
44,0.317416,0.678252,0.038566,1.000000,1.000057,0.000028,-0.948688
44,0.427751,0.332880,0.303338,1.000000,0.761573,0.256820,-0.961524
44,0.444579,0.746790,0.102040,1.000000,0.999964,0.000020,-0.799992
44,0.607031,0.946875,0.400239,0.905420,0.759398,0.700739,0.521243
44,0.453217,0.620650,0.299942,1.000000,0.999994,0.000011,-0.196107
44,0.767089,0.870730,0.057684,1.000000,0.999983,0.000000,-0.624688
44,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.810822,0.583078,0.035775,1.000000,1.000053,0.000049,-0.857501
44,0.990972,0.792708,0.136790,1.000000,0.999993,0.000000,-0.913812
44,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.923704,0.910772,0.016067,0.999999,0.999788,0.000149,0.707212
44,0.600992,0.430489,0.013598,1.000000,0.999838,0.000088,0.707044
44,0.067969,0.912500,0.776727,1.000000,0.969047,0.141673,0.351121
44,0.506875,0.593646,0.594470,1.000000,1.063417,1.097801,-0.607450
44,0.489252,0.728266,0.025274,1.000000,1.000072,0.000074,-0.832092
44,0.415257,0.558824,0.027732,1.000000,0.999964,0.000000,0.707107
44,0.436719,0.491426,0.072122,1.000000,0.937569,0.000000,-1.000000
44,0.431666,0.311037,0.067282,1.000000,0.999985,0.000000,-0.948678
44,0.311719,0.353981,0.007751,1.000000,0.999652,0.000000,-1.000000
44,0.323142,0.295054,0.032483,1.000000,0.999998,0.000043,0.554724
44,0.402716,0.245433,0.011206,1.000000,0.999911,0.000000,-0.980589
44,0.462226,0.258023,0.008534,1.000000,0.999883,0.000000,-0.894526
44,0.351664,0.013882,0.007638,1.000000,0.999863,0.000003,-0.928496
44,0.729219,0.279702,0.162881,1.000000,0.999986,0.000006,0.789352
44,0.596513,0.259671,0.040650,1.000000,0.999976,0.000000,-0.799995
44,0.579687,0.304052,0.004479,1.000000,0.999777,0.000000,-1.000000
44,0.907127,0.184375,0.020406,1.000000,0.999951,0.000000,0.000000
44,0.787634,0.150737,0.003908,1.000000,0.999744,0.000000,-0.242536
44,0.918612,0.047243,0.043844,1.000000,0.999912,0.000140,-0.894446
44,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.949876,0.953208,0.017750,1.000000,0.999944,0.000000,0.447214
44,0.096317,0.108780,0.277778,1.000000,0.765019,0.282974,0.600000
44,0.318498,0.923051,0.833060,0.998280,1.110119,0.101803,-0.387459
44,0.233650,0.132366,0.039079,0.938827,0.773701,0.214024,-0.841146
44,0.173926,0.217839,0.743621,0.911610,0.933995,0.387037,0.723252
44,0.977808,0.249690,0.509958,0.979843,4.219114,0.884280,0.975269
44,0.053079,0.460355,1.575682,0.909059,0.984695,0.287358,-0.833239
44,0.979092,0.261210,0.149815,0.907676,1.112328,0.272964,0.871563
44,0.382812,0.980599,1.239752,1.000000,1.561285,0.062036,-0.979457
44,0.910589,0.984375,0.002455,1.000000,1.002361,0.000000,0.000000
44,0.892527,0.978125,0.260871,1.000000,0.999996,0.000000,0.000000
45,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.124049,0.562908,0.181968,0.818601,0.935847,0.490360,-0.026702
45,0.141820,0.322672,0.027948,1.000000,0.141653,2.536069,-0.141404
45,0.192788,0.730636,0.004460,0.999996,0.999775,0.000000,-0.316285
45,0.319866,0.671429,0.067343,1.000000,0.999985,0.000000,-0.707094
45,0.447076,0.284226,0.342892,0.988514,1.114284,0.305505,-0.997189
45,0.452148,0.732031,0.065881,1.000000,0.999985,0.000000,-0.316228
45,0.648558,0.978285,0.619087,0.508516,1.364565,1.598960,0.470591
45,0.437000,0.580958,0.178886,1.000000,1.000011,0.000009,-0.894427
45,0.773867,0.863854,0.090139,1.000000,0.999989,0.000000,-0.554674
45,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.808378,0.577646,0.035775,1.000000,1.000053,0.000049,-0.857501
45,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.925112,0.908681,0.025903,1.000000,0.999961,0.000000,-0.919098
45,0.602269,0.432191,0.009917,1.000000,0.828932,1.743965,-1.000000
45,0.553571,0.536012,0.557089,0.438911,0.641094,1.955176,0.522287
45,0.499756,0.723307,0.066768,1.000000,0.680675,0.550427,-0.832066
45,0.412093,0.556478,0.049392,1.000000,1.000018,0.000057,-0.832050
45,0.436719,0.483837,0.033708,1.000000,0.999970,0.000000,-1.000000
45,0.418095,0.301914,0.152887,1.000000,1.000001,0.000008,-0.707112
45,0.312293,0.351976,0.020721,1.000000,0.999952,0.000000,-0.832025
45,0.319552,0.298245,0.032482,1.000000,0.999897,0.000015,0.554688
45,0.403008,0.243487,0.011206,1.000000,0.999851,0.000297,-0.980589
45,0.463483,0.257292,0.016130,1.000000,0.999938,0.000000,0.000000
45,0.350123,0.006031,0.084454,0.490928,0.778347,0.304688,0.059674
45,0.740617,0.296885,0.041191,1.000000,0.999976,0.000000,-0.707086
45,0.599752,0.253913,0.040651,1.000000,0.999975,0.000000,-0.800002
45,0.579687,0.303259,0.004479,1.000000,0.999777,0.000000,-1.000000
45,0.909837,0.184375,0.017361,0.999999,0.850457,2.214298,0.800000
45,0.788138,0.150569,0.003908,1.000000,0.999744,0.000000,-0.242536
45,0.923394,0.037067,0.081026,1.000000,1.000032,0.000071,-0.832021
45,0.519531,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.947768,0.954613,0.017750,1.000000,1.000371,0.000000,0.447214
45,0.119206,0.135764,0.335927,1.000000,0.999997,0.000000,0.992278
45,0.374546,0.878696,0.832167,1.000000,1.286888,0.087165,-0.540759
45,0.232812,0.127634,0.024793,1.000000,0.999960,0.000000,-1.000000
45,0.119844,0.277917,0.569757,0.876138,0.900473,0.063602,0.072767
45,0.982031,0.302936,0.176778,1.000000,0.739461,0.872559,-0.141415
45,0.178613,0.222526,1.701213,0.999439,0.976098,0.039414,-0.990992
45,0.982813,0.293616,0.231243,0.995159,1.024073,0.038114,0.999274
45,0.436719,0.822569,1.102995,0.996515,0.824388,0.058034,-0.706596
45,0.910915,0.984375,0.002448,1.000000,0.999592,0.000000,0.000000
45,0.395833,0.037153,0.742816,1.000000,0.968976,0.042660,0.932005
45,0.875431,0.958513,0.296631,1.000000,0.999983,0.000019,-0.813740
45,0.403559,0.959259,1.152443,1.000000,1.235940,0.290025,-0.650791
45,0.036924,0.506743,0.957577,1.000000,1.027472,0.274676,-0.184288
46,0.103125,0.241667,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.106037,0.562311,0.143739,1.000000,0.999991,0.000005,0.948683
46,0.142305,0.320216,0.027949,1.000000,0.999964,0.000000,-0.141400
46,0.193350,0.730386,0.004461,0.999996,0.999775,0.000000,-0.316228
46,0.324188,0.664665,0.029043,1.000000,1.000096,0.000000,-0.894427
46,0.444085,0.236310,0.359792,0.792118,1.407897,0.841305,-0.929534
46,0.452136,0.726552,0.078383,1.000000,1.042567,1.411838,-0.554680
46,0.437500,0.538021,0.286119,0.973272,1.144472,0.238706,-0.971645
46,0.782812,0.856384,0.358975,1.000000,0.999997,0.000000,-1.000000
46,0.715625,0.827083,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.806546,0.572522,0.024382,1.000000,0.999861,0.000295,-0.707176
46,0.925000,0.741667,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.926467,0.904464,0.025900,1.000000,0.999738,0.000189,-0.919192
46,0.602344,0.430639,0.009917,1.000000,0.999899,0.000000,-1.000000
46,0.609062,0.531417,0.511351,1.000000,1.211661,0.481767,0.209531
46,0.504720,0.711784,0.096037,1.000000,0.999990,0.000000,-0.976187
